,type,geometry.type,geometry.coordinates,properties.name,properties.placename,properties.id,properties.state,properties.feature_term,properties.latitude,properties.longitude,properties.TLCMapLinkBack,properties.TLCMapDataset,properties.category,properties.group,properties.authority,properties.supply_date,display.popup.links,properties.description,properties.linkback,properties.datestart,properties.dateend,properties.udatestart,properties.udateend,properties.StationID,properties.Years,properties.Percent,properties.AWS,properties.place,properties.language_code,properties.language_name,properties.language_synonym,properties.thesaurus_heading_language,properties.thesaurus_heading_people,properties.approximate_latitude_of_language_variety,properties.approximate_longitude_of_language_variety,properties.uri,properties.State,properties.Newspaper Place of Publication,properties.Newspaper,properties.Article Word Count,properties.Article Link,properties.original_id,properties.street,properties.suburb,properties.postcode,properties.web_links,properties.source,properties.original_data_source,properties.parish,properties.lga
135,Feature,Point,"[143.3011111111111, -33.865]",Tankie Tank,Tankie Tank,a10a48,NSW,tank,-33.865,143.3011111111111,https://ghap.tlcmap.org/search?id=a10a48,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a10a48', 'link': 'https://ghap.tlcmap.org/search?id=a10a48'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",           ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),,
136,Feature,Point,"[143.79361111111112, -33.23416666666667]",Taylor,Taylor,a10ba0,NSW,parish,-33.23416666666667,143.79361111111112,https://ghap.tlcmap.org/search?id=a10ba0,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a10ba0', 'link': 'https://ghap.tlcmap.org/search?id=a10ba0'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",A parish in the Western Division Parish DP No. 754493          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),TAYLOR,
137,Feature,Point,"[143.93444444444444, -33.265]",The Salt Well,The Salt Well,a11465,NSW,well2,-33.265,143.93444444444444,https://ghap.tlcmap.org/search?id=a11465,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a11465', 'link': 'https://ghap.tlcmap.org/search?id=a11465'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",           ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),,
138,Feature,Point,"[143.06777777777776, -33.69833333333333]",The Walls Of China,The Walls Of China,a1153e,NSW,hill,-33.69833333333333,143.06777777777776,https://ghap.tlcmap.org/search?id=a1153e,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a1153e', 'link': 'https://ghap.tlcmap.org/search?id=a1153e'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]","Sand dunes about 20 kms long, situated along the eastern shore of Lake Mungo.          ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),,BALRANALD
139,Feature,Point,"[143.86777777777777, -33.69833333333333]",Til Til Government Tank,Til Til Government Tank,a1175c,NSW,tank,-33.69833333333333,143.86777777777777,https://ghap.tlcmap.org/search?id=a1175c,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a1175c', 'link': 'https://ghap.tlcmap.org/search?id=a1175c'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",           ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),,
140,Feature,Point,"[143.86777777777777, -33.69833333333333]",Til Til Tank,Til Til Tank,a1175d,NSW,tank,-33.69833333333333,143.86777777777777,https://ghap.tlcmap.org/search?id=a1175d,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a1175d', 'link': 'https://ghap.tlcmap.org/search?id=a1175d'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",A government tank 22kms S of Dolmoreve and 14kms NE of caputerong Government Tank.          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),,BALRANALD
141,Feature,Point,"[143.75833333333333, -33.58305555555556]",Till Till,Till Till,a11771,NSW,parish,-33.58305555555556,143.75833333333333,https://ghap.tlcmap.org/search?id=a11771,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a11771', 'link': 'https://ghap.tlcmap.org/search?id=a11771'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",A parish in the Western Division Parish DP No. 754495          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),TILL TILL,BALRANALD
142,Feature,Point,"[143.83444444444444, -33.83166666666667]",Tyson Lake,Tyson Lake,a11fb7,NSW,lake,-33.83166666666667,143.83444444444444,https://ghap.tlcmap.org/search?id=a11fb7,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a11fb7', 'link': 'https://ghap.tlcmap.org/search?id=a11fb7'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",A lake which lies E by W approx 8 kms of Hatfield and about 7kms ESE of Caputerong Government Tank.          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),,BALRANALD
143,Feature,Point,"[143.25416666666666, -33.08361111111111]",Wanteboolka,Wanteboolka,a1285d,NSW,parish,-33.08361111111111,143.25416666666666,https://ghap.tlcmap.org/search?id=a1285d,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a1285d', 'link': 'https://ghap.tlcmap.org/search?id=a1285d'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",A parish in the Western Division           ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),WANTEBOOLKA,
144,Feature,Point,"[143.77416666666667, -33.390277777777776]",Wellesley,Wellesley,a12d1d,NSW,parish,-33.390277777777776,143.77416666666667,https://ghap.tlcmap.org/search?id=a12d1d,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a12d1d', 'link': 'https://ghap.tlcmap.org/search?id=a12d1d'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",A parish in the Western Division Parish DP No. 754498          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),WELLESLEY,
145,Feature,Point,"[143.54222222222222, -33.71277777777778]",Woolpagerie,Woolpagerie,a12e9e,NSW,parish,-33.71277777777778,143.54222222222222,https://ghap.tlcmap.org/search?id=a12e9e,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a12e9e', 'link': 'https://ghap.tlcmap.org/search?id=a12e9e'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",A parish in the Western Division Parish DP No. 754041          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),WOOLPAGERIE,BALRANALD
146,Feature,Point,"[143.5727777777778, -33.50944444444445]",Woolpagerie North,Woolpagerie North,a12e9f,NSW,parish,-33.50944444444445,143.5727777777778,https://ghap.tlcmap.org/search?id=a12e9f,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a12e9f', 'link': 'https://ghap.tlcmap.org/search?id=a12e9f'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",A parish in the Western Division Parish DP No. 754501          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),WOOLPAGERIE NORTH,BALRANALD
147,Feature,Point,"[143.02787, -33.72346]",Mungo Station,Mungo Station,a49e9b,NSW,homestead,-33.72346,143.02787,https://ghap.tlcmap.org/search?id=a49e9b,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a49e9b', 'link': 'https://ghap.tlcmap.org/search?id=a49e9b'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (ANPS),State Records (ANPS),,
148,Feature,Point,"[143.85416666666666, -33.03333333333333]",Willandra Anabranch,Willandra Anabranch,a13216,NSW,creek,-33.03333333333333,143.85416666666666,https://ghap.tlcmap.org/search?id=a13216,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a13216', 'link': 'https://ghap.tlcmap.org/search?id=a13216'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]","A watercourse about 47kms long, leaving Willandra creek about 13kms SW by S of Katabritoi swamp and flowing generally NW to Moornanyam Lake and W then S into Willandra Creek.         ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),,CENTRAL DARLING
149,Feature,Point,"[143.56833333333333, -33.95777777777778]",Willilbah East,Willilbah East,a13282,NSW,parish,-33.95777777777778,143.56833333333333,https://ghap.tlcmap.org/search?id=a13282,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a13282', 'link': 'https://ghap.tlcmap.org/search?id=a13282'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",A parish in the Western Division Parish DP No. 754040          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),WILLILBAH EAST,BALRANALD
150,Feature,Point,"[143.31777777777776, -33.88861111111111]",Yankie Tank,Yankie Tank,a13a3e,NSW,tank,-33.88861111111111,143.31777777777776,https://ghap.tlcmap.org/search?id=a13a3e,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a13a3e', 'link': 'https://ghap.tlcmap.org/search?id=a13a3e'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",A tank on TSR 583 about 5 kms ENE of Creasy Catch Tank and about 25 kms E of Chibnalwood Lakes.          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),,BALRANALD
151,Feature,Point,"[143.89249999999998, -33.74611111111111]",Yelkeer North,Yelkeer North,a13ba0,NSW,parish,-33.74611111111111,143.89249999999998,https://ghap.tlcmap.org/search?id=a13ba0,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a13ba0', 'link': 'https://ghap.tlcmap.org/search?id=a13ba0'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",A parish in the Western Division Parish DP No. 754042          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),YELKEER NORTH,BALRANALD
152,Feature,Point,"[143.7011111111111, -33.931666666666665]",Yhoul Plain Tank,Yhoul Plain Tank,a13ca6,NSW,tank,-33.931666666666665,143.7011111111111,https://ghap.tlcmap.org/search?id=a13ca6,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a13ca6', 'link': 'https://ghap.tlcmap.org/search?id=a13ca6'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]","A tank PWP 62, lying SSW of Hatfield approx 17 KM ESE of Mogenta Hill.           ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),,BALRANALD
153,Feature,Point,"[143.7011111111111, -33.931666666666665]",Youhl Plains Tank,Youhl Plains Tank,a13cf4,NSW,tank,-33.931666666666665,143.7011111111111,https://ghap.tlcmap.org/search?id=a13cf4,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a13cf4', 'link': 'https://ghap.tlcmap.org/search?id=a13cf4'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",           ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),,
154,Feature,Point,"[143.93472222222223, -33.46666666666667]",Younga South,Younga South,a13d11,NSW,parish,-33.46666666666667,143.93472222222223,https://ghap.tlcmap.org/search?id=a13d11,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a13d11', 'link': 'https://ghap.tlcmap.org/search?id=a13d11'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",A parish in the Western Division Parish DP No. 754504          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),YOUNGA SOUTH,
155,Feature,Point,"[143.11305555555555, -33.76138888888889]",Zanci,Zanci,a13d7a,NSW,parish,-33.76138888888889,143.11305555555555,https://ghap.tlcmap.org/search?id=a13d7a,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a13d7a', 'link': 'https://ghap.tlcmap.org/search?id=a13d7a'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",A parish in the Western Division Parish DP No. 756116          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),ZANCI,
156,Feature,Point,"[143.0825, -33.7525]",Mungo,Mungo,a13f30,NSW,locality (bounded),-33.7525,143.0825,https://ghap.tlcmap.org/search?id=a13f30,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a13f30', 'link': 'https://ghap.tlcmap.org/search?id=a13f30'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",An Address Locality in the Balranald LGA    Boundaries in Balranald Council shown on map GNB3732.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),Zanci,BALRANALD
157,Feature,Point,"[143.93444444444444, -33.39833333333333]",Clare Public School,Clare Public School,a143eb,NSW,school,-33.39833333333333,143.93444444444444,https://ghap.tlcmap.org/search?id=a143eb,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a143eb', 'link': 'https://ghap.tlcmap.org/search?id=a143eb'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]","A school located on Clare Station (property name only) Bodigal Rd, Via Balranald 2715. The school is located abt 35km SE of Manfred Mountain.         ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"State Records (TLCM)
1. Geographical Names Register; Type: Website; Publisher: Geographical Names Board of New South Wales; Place: www.gnb.nsw.gov.au; ANPS Library: N; Status: Primary; ANPS Source ID: 935;","State Records (TLCM)
1. Geographical Names Register; Type: Website; Publisher: Geographical Names Board of New South Wales; Place: www.gnb.nsw.gov.au; ANPS Library: N; Status: Primary; ANPS Source ID: 935;",,BALRANALD
158,Feature,Point,"[143.86777777777777, -33.565]",Clare Sportsground,Clare Sportsground,a143f1,NSW,reserve,-33.565,143.86777777777777,https://ghap.tlcmap.org/search?id=a143f1,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a143f1', 'link': 'https://ghap.tlcmap.org/search?id=a143f1'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",A sportsground within T.S.R. 17968 South of Dolmoreve Well approx 10KMS and 9KMS SSE of Rosalimd park.          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),,BALRANALD
159,Feature,Point,"[143.73444444444442, -33.83166666666667]",Hatfield Public School,Hatfield Public School,a14c2a,NSW,school,-33.83166666666667,143.73444444444442,https://ghap.tlcmap.org/search?id=a14c2a,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a14c2a', 'link': 'https://ghap.tlcmap.org/search?id=a14c2a'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",           ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),,BALRANALD
160,Feature,Point,"[143.58444444444444, -33.33166666666667]",Wakefield Oval,Wakefield Oval,a15a20,NSW,reserve,-33.33166666666667,143.58444444444444,https://ghap.tlcmap.org/search?id=a15a20,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a15a20', 'link': 'https://ghap.tlcmap.org/search?id=a15a20'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]","An oval in Pooncarie at corner of North St and West St, Pooncarie.           ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"State Records (TLCM)
1. Geographical Names Register; Type: Website; Publisher: Geographical Names Board of New South Wales; Place: www.gnb.nsw.gov.au; ANPS Library: N; Status: Primary; ANPS Source ID: 935;","State Records (TLCM)
1. Geographical Names Register; Type: Website; Publisher: Geographical Names Board of New South Wales; Place: www.gnb.nsw.gov.au; ANPS Library: N; Status: Primary; ANPS Source ID: 935;",,WENTWORTH
161,Feature,Point,"[143.95973, -33.39317]",Killarney,Killarney,a49b6f,NSW,homestead,-33.39317,143.95973,https://ghap.tlcmap.org/search?id=a49b6f,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a49b6f', 'link': 'https://ghap.tlcmap.org/search?id=a49b6f'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (ANPS),State Records (ANPS),,
162,Feature,Point,"[143.66948, -33.86096]",South Winter,South Winter,a49b96,NSW,homestead,-33.86096,143.66948,https://ghap.tlcmap.org/search?id=a49b96,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a49b96', 'link': 'https://ghap.tlcmap.org/search?id=a49b96'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (ANPS),State Records (ANPS),,
163,Feature,Point,"[143.03778, -33.61816]",Leaghur,Leaghur,a49bb3,NSW,homestead,-33.61816,143.03778,https://ghap.tlcmap.org/search?id=a49bb3,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a49bb3', 'link': 'https://ghap.tlcmap.org/search?id=a49bb3'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (ANPS),State Records (ANPS),,
164,Feature,Point,"[143.14944444444444, -33.28138888888889]",Pan Ban,Pan Ban,a391e9,NSW,locality (bounded),-33.28138888888889,143.14944444444444,https://ghap.tlcmap.org/search?id=a391e9,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a391e9', 'link': 'https://ghap.tlcmap.org/search?id=a391e9'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]","Status: RECORDED; Other Names:  / /; Description: A recorded locality to be reviewed when address locality boundaries are defined.          ; Location: -33  16  53,  143  08  58; Comments:     /     /  ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (ANPS),State Records (ANPS),PAN BAN,WENTWORTH
165,Feature,Point,"[143.0821, -33.82116]",Joulni,Joulni,a4bd15,NSW,homestead,-33.82116,143.0821,https://ghap.tlcmap.org/search?id=a4bd15,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a4bd15', 'link': 'https://ghap.tlcmap.org/search?id=a4bd15'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (ANPS),State Records (ANPS),,
166,Feature,Point,"[143.54288, -33.73321]",Glen Tilt,Glen Tilt,a499e3,NSW,homestead,-33.73321,143.54288,https://ghap.tlcmap.org/search?id=a499e3,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a499e3', 'link': 'https://ghap.tlcmap.org/search?id=a499e3'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (ANPS),State Records (ANPS),,
167,Feature,Point,"[143.80672, -33.19455]",Carinya,Carinya,a499fb,NSW,homestead,-33.19455,143.80672,https://ghap.tlcmap.org/search?id=a499fb,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a499fb', 'link': 'https://ghap.tlcmap.org/search?id=a499fb'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (ANPS),State Records (ANPS),,
168,Feature,Point,"[143.89124, -33.69394]",Palari,Palari,a49a0a,NSW,homestead,-33.69394,143.89124,https://ghap.tlcmap.org/search?id=a49a0a,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a49a0a', 'link': 'https://ghap.tlcmap.org/search?id=a49a0a'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (ANPS),State Records (ANPS),,
169,Feature,Point,"[143.55419, -33.57146]",Loch Lamond,Loch Lamond,a49a2c,NSW,homestead,-33.57146,143.55419,https://ghap.tlcmap.org/search?id=a49a2c,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a49a2c', 'link': 'https://ghap.tlcmap.org/search?id=a49a2c'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (ANPS),State Records (ANPS),,
170,Feature,Point,"[143.8016, -33.68955]",The Vale,The Vale,a49a5d,NSW,homestead,-33.68955,143.8016,https://ghap.tlcmap.org/search?id=a49a5d,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a49a5d', 'link': 'https://ghap.tlcmap.org/search?id=a49a5d'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (ANPS),State Records (ANPS),,
171,Feature,Point,"[143.82889, -33.8291]",Lake House,Lake House,a499a2,NSW,homestead,-33.8291,143.82889,https://ghap.tlcmap.org/search?id=a499a2,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a499a2', 'link': 'https://ghap.tlcmap.org/search?id=a499a2'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (ANPS),State Records (ANPS),,
172,Feature,Point,"[143.90334, -33.65904]",Til Til,Til Til,a4bc9b,NSW,homestead,-33.65904,143.90334,https://ghap.tlcmap.org/search?id=a4bc9b,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a4bc9b', 'link': 'https://ghap.tlcmap.org/search?id=a4bc9b'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (ANPS),State Records (ANPS),,
173,Feature,Point,"[143.4506, -33.38234]",Mandleman,Mandleman,a4bcc9,NSW,homestead,-33.38234,143.4506,https://ghap.tlcmap.org/search?id=a4bcc9,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a4bcc9', 'link': 'https://ghap.tlcmap.org/search?id=a4bcc9'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (ANPS),State Records (ANPS),,
174,Feature,Point,"[143.90717, -33.38436]",Claremont,Claremont,a4bd05,NSW,homestead,-33.38436,143.90717,https://ghap.tlcmap.org/search?id=a4bd05,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a4bd05', 'link': 'https://ghap.tlcmap.org/search?id=a4bd05'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (ANPS),State Records (ANPS),,
175,Feature,Point,"[143.12403, -33.34765]",Balmoral,Balmoral,a4bd35,NSW,homestead,-33.34765,143.12403,https://ghap.tlcmap.org/search?id=a4bd35,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a4bd35', 'link': 'https://ghap.tlcmap.org/search?id=a4bd35'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (ANPS),State Records (ANPS),,
176,Feature,Point,"[143.02477, -33.72297]",Mungo,Mungo,a4bd59,NSW,homestead,-33.72297,143.02477,https://ghap.tlcmap.org/search?id=a4bd59,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a4bd59', 'link': 'https://ghap.tlcmap.org/search?id=a4bd59'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (ANPS),State Records (ANPS),,
177,Feature,Point,"[143.85105, -33.81187]",Blue Bush,Blue Bush,a4bd9c,NSW,homestead,-33.81187,143.85105,https://ghap.tlcmap.org/search?id=a4bd9c,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a4bd9c', 'link': 'https://ghap.tlcmap.org/search?id=a4bd9c'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (ANPS),State Records (ANPS),,
178,Feature,Point,"[143.9378, -33.40193]",Clare,Clare,a4bdf0,NSW,homestead,-33.40193,143.9378,https://ghap.tlcmap.org/search?id=a4bdf0,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a4bdf0', 'link': 'https://ghap.tlcmap.org/search?id=a4bdf0'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (ANPS),State Records (ANPS),,
179,Feature,Point,"[143.66673, -33.6603]",Round Plain,Round Plain,a4be57,NSW,homestead,-33.6603,143.66673,https://ghap.tlcmap.org/search?id=a4be57,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a4be57', 'link': 'https://ghap.tlcmap.org/search?id=a4be57'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (ANPS),State Records (ANPS),,
180,Feature,Point,"[143.72758, -33.91254]",Freemount,Freemount,a4be6a,NSW,homestead,-33.91254,143.72758,https://ghap.tlcmap.org/search?id=a4be6a,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a4be6a', 'link': 'https://ghap.tlcmap.org/search?id=a4be6a'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (ANPS),State Records (ANPS),,
181,Feature,Point,"[143.37844, -33.72654]",Boree Plains,Boree Plains,a4be8d,NSW,homestead,-33.72654,143.37844,https://ghap.tlcmap.org/search?id=a4be8d,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a4be8d', 'link': 'https://ghap.tlcmap.org/search?id=a4be8d'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (ANPS),State Records (ANPS),,
182,Feature,Point,"[143.56334, -33.22002]",Dockerty,Dockerty,a4be93,NSW,homestead,-33.22002,143.56334,https://ghap.tlcmap.org/search?id=a4be93,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a4be93', 'link': 'https://ghap.tlcmap.org/search?id=a4be93'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (ANPS),State Records (ANPS),,
183,Feature,Point,"[143.31002, -33.17628]",Spring Hill,Spring Hill,a4be99,NSW,homestead,-33.17628,143.31002,https://ghap.tlcmap.org/search?id=a4be99,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a4be99', 'link': 'https://ghap.tlcmap.org/search?id=a4be99'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (ANPS),State Records (ANPS),,
